rank,score,tier,id,uuid,title,product_use,categories,spatial_type,resolution,temporal_start,temporal_end,update_frequency,license,publisher,publication_date,popularity,keywords,bbox_west,bbox_south,bbox_east,bbox_north,overlaps_nepal,landing_page,reasons
479,80,high,9198,a581535e-742d-4009-bfc0-eb31006f0a00,Precipitation of driest quarter of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-06-14t04:54:00.000z,2000-06-14t04:40:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T10:19:00,1933,Precipitation; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9198,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
480,80,high,9192,d5ab56f3-634c-48a4-8d41-473104eb9a3a,Precipitation of coolest quarter of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-01-14t01:30:00.000z,2000-01-13t10:46:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-13T16:29:00,1445,Precipitation; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9192,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
481,80,high,2147,6a571213-91b3-4f05-b896-b86c9863c9cf,Village Development Committee Boundary of Sagarmatha National Park (SNP) Nepal,route / travel UX,route_context,Vector,50000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2011-07-08T13:43:00,2625,Administrative Boundary; VDC; Sagarmatha National Park; Nepal; SNP; Boundaries,86.513927,27.645707,86.985807,28.113354,true,https://rds.icimod.org/Home/DataDetail?metadataId=2147,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
482,79,medium,9203,4f719f5f-b285-4f11-a4a4-0b1084aa19b8,Annual temperature range of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-06-14t07:03:00.000z,2000-01-14t06:48:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T12:20:00,1897,Temperature; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9203,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
483,79,medium,9204,3ea80561-b9ae-4ffd-ae9a-81e23dd03b25,Mean temperature of coldest quarter of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-01-14t10:32:00.000z,2000-01-13t21:15:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T15:58:00,2201,Temperature; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9204,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
484,79,medium,9206,283e8811-64a1-471d-9f06-d93175c863e4,Mean temperature of wettest quarter of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-01-14t11:04:00.000z,2000-01-14t10:50:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T16:32:00,1581,Temperature; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9206,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
485,79,medium,7998,495d69aa-3699-4aad-950f-2840b9161924,"Builtup Area of Kayar Khola Watershed, Chitwan Nepal",flood / water context,hydrology; route_context,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-25T00:00:00,2046,REDD; Builtup; Settlement; Kayar Khola Watershed; Chitwan; Nepal; Location,84.556535,27.670243,84.694078,27.775666,true,https://rds.icimod.org/Home/DataDetail?metadataId=7998,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
486,79,medium,7989,83552e9b-6363-4af0-9df0-ad7488cef84f,"Tree Profile of Charnawati River Watershed, Dolakha, Nepal",flood / water context,hydrology; remote_sensing,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-25T00:00:00,1864,REDD; Watershed; Forest; Charnawati Watershed; Dolakha; Nepal; Environment,85.933265,27.589446,86.075213,27.74575,true,https://rds.icimod.org/Home/DataDetail?metadataId=7989,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
487,79,medium,36022,9fc54be0-c693-4a7f-9771-c3df6b7824f2,"Resilient Mountain Solution (RMS) and RMS Poverty and Vulnerability Assessment (PVA) household level data of Bhageswor Rural Municipality of Dadeldhura, Nepal Case Study",real-time weather / forecast,weather_climate; cryosphere,"Text, table",,2019-06-24t18:15:00.000z,2019-07-11t18:15:00.000z,As needed,,ICIMOD,2019-06-08,3721,Livestock; Livelihood; Climate Change; Income; Expenditure; Agriculture; Gender; Vulnerability; Financial services; Energy; Health; Water and Sanitation; Socio-economic; Dadeldhura; Nepal; Geoscientific information,80.583331,29.2999988,80.583331,29.2999988,true,https://rds.icimod.org/Home/DataDetail?metadataId=36022,Spatial extent overlaps Nepal; Explicitly mentions Nepal
488,79,medium,9205,b562cc58-d265-4e65-b935-65c7f3fb4aa6,Mean temperature of driest quarter of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-01-14t10:56:00.000z,2000-01-14t10:41:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-14T16:24:00,1658,Temperature; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9205,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
489,79,medium,8013,06778c1e-54be-414a-a7cd-34f722a9f7d9,"Contour of Kayar Khola Watershed, Chitwan Nepal",flood / water context,hydrology; terrain_landcover,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-31T00:00:00,2113,REDD; Contour; Elevation; Kayar Khola Watershed; Chitwan; Nepal; Elevation,84.527156,27.64993,84.726505,27.79811,true,https://rds.icimod.org/Home/DataDetail?metadataId=8013,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
490,79,medium,7983,38db20b5-fe60-47d6-8ea6-2609f3dd64ac,"Road Network of Charnawati River Watershed, Dolakha, Nepal",flood / water context,hydrology; route_context,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-18T11:00:00,2135,REDD; Watershed; Transportation; Charnawati Watershed; Dolakha; Nepal; Transportation,85.8832,27.575683,86.118204,27.752094,true,https://rds.icimod.org/Home/DataDetail?metadataId=7983,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
491,79,medium,9189,ce9ca460-b1cf-42df-ac7f-0a100de670ef,Maximum Temperature of Warmest Month of HKH,real-time weather / forecast,weather_climate,Grid,100000,1950-09-15t01:30:00.000z,2000-02-14t18:15:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-13T15:52:00,1566,Temperature; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9189,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
492,79,medium,20828,1cd1a2b5-c192-4733-ab01-4b348bebe671,Land cover of Nepal 1990,terrain / base map,terrain_landcover; remote_sensing,,30 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),"ICIMOD, SERVIR Himalaya",2014-10-31,19701,Land cover; Land use; servircat; icimod-servir; Nepal; Geoscientific information,80.0522,26.36836,88.19456,30.42472,true,https://rds.icimod.org/Home/DataDetail?metadataId=20828,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
493,79,medium,8032,69adb29c-e484-4462-a03b-d913cc39d447,"Land Cover of Ludhi Khola Watershed, Gorkha, Nepal",flood / water context,hydrology; terrain_landcover; remote_sensing,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-31T00:00:00,2715,REDD; Land cover; Ludhi Khola Watershed; Gorkha; Nepal; Geoscientific information,84.554311,27.920334,84.679236,27.994388,true,https://rds.icimod.org/Home/DataDetail?metadataId=8032,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
494,79,medium,23211,bef2e978-687b-412a-afcc-4e82cc76136f,River network data of East Rapti Watershed,flood / water context,hydrology,Vector,m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S","ICIMOD, SERVIR Himalaya",2015-09-22,47274,River; Drainage; servircat; icimod-servir; East Rapti; Nepal; Geoscientific information,84.153595,27.400565,85.17477,27.607365,true,https://rds.icimod.org/Home/DataDetail?metadataId=23211,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
495,79,medium,9178,ea1e0491-7c04-46e3-a3f4-d4210f4801a3,Annual Mean Temperature of HKH Region,real-time weather / forecast,weather_climate,Grid,100000,1950-06-13t16:30:00.000z,2000-06-13t18:15:00.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2013-06-13T11:18:00,1712,Temperature; Climate; HKH; Climatology; meteorology; atmosphere,60.0000000000033,14.99999999999671,106.0083333333366,48.00833333333003,true,https://rds.icimod.org/Home/DataDetail?metadataId=9178,Spatial extent overlaps Nepal; Long temporal baseline (≥10 years)
496,79,medium,8016,dfa94e0d-3c5b-49e2-ab6a-07460dc66e71,"Settlement Locations of Kayar Khola Watershed, Chitwan Nepal",flood / water context,hydrology; route_context,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-31T00:00:00,2058,REDD; Settlement; Populated place; Kayar Khola Watershed; Chitwan; Nepal; Society,84.556535,27.670243,84.694078,27.775666,true,https://rds.icimod.org/Home/DataDetail?metadataId=8016,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
497,78,medium,9114,f5fd368c-f114-481a-84a1-79066b614ef8,"Floodplains of Central Karakoram National Park(CKNP), Pakistan.",snowline / glacier context,cryosphere; hazard; route_context; remote_sensing,Vector,20000 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,Not planned,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2012-10-29,1562,Floodplain; Central Karakoram National Park (CKNP); Pakistan,75.399237,35.129345,76.48023,35.72849,false,https://rds.icimod.org/Home/DataDetail?metadataId=9114,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020)
498,78,medium,9449,408ececb-7960-46c1-8a09-d84ed8320aa3,"Relativehumidity for the Taplejung station, Nepal",real-time weather / forecast,weather_climate; route_context,,,1986-12-31t18:15:00.000z,2009-12-30t18:15:00.000z,As needed,All copyrights reserved to Department of Hydrology and Meteorology.,ICIMOD,2014-04-22,1020,RelativeHumidity; SYNOPTIC; Water and Air; TAPLEJUNG; Taplejung; Nepal; Ganges; Koshi; Eastern Himalayan broadleaf forest; Climatology; meteorology; atmosphere,27.35,87.66666,27.35,87.66666,false,https://rds.icimod.org/Home/DataDetail?metadataId=9449,Outside Nepal/HKH region; Explicitly mentions Nepal; Long temporal baseline (≥10 years)
499,78,medium,2663,da028bc5-e6d8-46af-bcce-d2ab25b2d625,Volcanoes of Hindu Kush Himalayan (HKH) Region,route hazard / safety,hazard,Vector,1000000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,Creative Commons Attribution 4.0 International (CC BY 4.0),ICIMOD,2007-09-25,2292,Volcano; Volcanic eruption; Disaster; Hindu Kush Himalayan Region; HKH; Location,60.853848,15.9578,105.044632,39.318611,true,https://rds.icimod.org/Home/DataDetail?metadataId=2663,Spatial extent overlaps Nepal; Recent temporal coverage (≥2020); Open license (CC BY)
500,77,medium,8012,828f620c-8f00-48f6-997a-87b7ca4ccb45,"Road Network of Kayar Khola Watershed, Chitwan Nepal",flood / water context,hydrology; route_context,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-31T00:00:00,2608,REDD; Road Network; Transportation Network; Kayar Khola Watershed; Chitwan; Nepal; Transportation,84.527156,27.64993,84.726505,27.79811,true,https://rds.icimod.org/Home/DataDetail?metadataId=8012,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
501,77,medium,8009,b190aef4-b25a-48e5-84e6-15ee4847f813,"River Network of Kayar Khola Watershed, Chitwan Nepal",flood / water context,hydrology,Vector,25000,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"The content of this website can be accessed, printed and downloaded in an unaltered form (altered including being stretc",ICIMOD,2010-07-25T00:00:00,2658,REDD; River Network; Drainage Network; Hydrography; Kayar Khola Watershed; Chitwan; Nepal; Inland waters,84.527156,27.64993,84.726505,27.79811,true,https://rds.icimod.org/Home/DataDetail?metadataId=8009,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Recent temporal coverage (≥2020)
502,77,medium,28630,af76b2d4-b4fe-4792-99ff-8429cc798c96,Land Cover of Pakistan 2010,terrain / base map,terrain_landcover; remote_sensing,Grid,30 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S",ICIMOD,2011-12-27T11:31:00,43609,Land Cover Classification; Land cover; servircat; icimod-servir; Pakistan; Geoscientific information,60.8663,23.68805,77.82393,37.06079,false,https://rds.icimod.org/Home/DataDetail?metadataId=28630,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
503,77,medium,28631,fbc7ade9-f6e7-49c2-b99d-e7840ed88dcf,Land Cover of Pakistan 2000,terrain / base map,terrain_landcover; remote_sensing,Grid,30 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S",ICIMOD,2011-12-27T11:31:00,42372,Land Cover Classification; Land cover; servircat; icimod-servir; Pakistan; Geoscientific information,60.8663,23.68805,77.82393,37.06079,false,https://rds.icimod.org/Home/DataDetail?metadataId=28631,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
504,77,medium,28632,abfc1092-71b2-4b51-a144-ad4aff527a2e,Land Cover of Pakistan 1990,terrain / base map,terrain_landcover; remote_sensing,Grid,30 m,2026-05-08t18:14:59.000z,2026-05-08t18:14:59.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | Users are permitted to copy, use, adapt, and redistribute S",ICIMOD,2011-12-27T11:31:00,47020,Land Cover Classification; Land cover; servircat; icimod-servir; Pakistan; Geoscientific information,60.8663,23.68805,77.82393,37.06079,false,https://rds.icimod.org/Home/DataDetail?metadataId=28632,Spatial extent overlaps HKH region; Recent temporal coverage (≥2020); Open license (CC BY); High portal popularity
505,77,medium,23291,8630a3ca-3b1d-4e76-9d3e-c64a1bf10098,"Land cover data of 2012 for Kayerkhola watershed, Chitwan District, Nepal",flood / water context,hydrology; terrain_landcover,Grid,5000,2013-12-31t18:15:00.000z,2014-12-30t18:15:00.000z,As needed,"Creative Commons Attribution 4.0 International (CC BY 4.0) | The SERVIR Project, NASA, USAID and ICIMOD make no express ","ICIMOD, SERVIR Himalaya",2015-09-22,4058,Basal Area(BA); REDD+; Forest; Land cover; servircat; icimod-servir; geo-biodiversity; Nepal; Chitwan; Geoscientific information,84.5565,27.6702,84.6939,27.7756,true,https://rds.icimod.org/Home/DataDetail?metadataId=23291,Spatial extent overlaps Nepal; Explicitly mentions Nepal; Open license (CC BY)
